2016-10-28	3.4001	1.3232	-0.16%
2016-10-27	3.4057	1.3253	-0.27%
2016-10-26	3.4150	1.3287	-0.38%
2016-10-25	3.4281	1.3336	0.00%
2016-10-24	3.4280	1.3336	1.18%
2016-10-21	3.3880	1.3187	0.28%
2016-10-20	3.3786	1.3152	0.07%
2016-10-19	3.3761	1.3143	-0.15%
2016-10-18	3.3813	1.3162	1.31%
2016-10-17	3.3375	1.3000	-0.85%
2016-10-14	3.3661	1.3106	0.09%
2016-10-13	3.3632	1.3095	0.08%
2016-10-12	3.3606	1.3086	-0.19%
2016-10-11	3.3670	1.3109	0.38%
2016-10-10	3.3544	1.3063	1.21%
2016-09-30	3.3142	1.2913	0.28%
2016-09-29	3.3048	1.2879	0.41%
2016-09-28	3.2912	1.2828	-0.30%
2016-09-27	3.3010	1.2865	0.63%
2016-09-26	3.2802	1.2787	-1.64%
2016-09-23	3.3349	1.2990	-0.48%
2016-09-22	3.3509	1.3050	0.74%
2016-09-21	3.3264	1.2959	0.29%
2016-09-20	3.3168	1.2923	-0.18%
2016-09-19	3.3228	1.2945	0.75%
2016-09-14	3.2980	1.2853	-0.66%
2016-09-13	3.3198	1.2934	-0.07%
2016-09-12	3.3221	1.2943	-1.65%
2016-09-09	3.3779	1.3150	-0.64%
2016-09-08	3.3996	1.3230	-0.05%
2016-09-07	3.4012	1.3236	-0.06%
2016-09-06	3.4032	1.3244	0.70%
2016-09-05	3.3795	1.3156	0.22%
2016-09-02	3.3721	1.3128	0.40%
2016-09-01	3.3585	1.3078	-0.78%
2016-08-31	3.3848	1.3175	0.47%
2016-08-30	3.3690	1.3117	0.13%
2016-08-29	3.3647	1.3101	0.01%
2016-08-26	3.3643	1.3099	-0.05%
2016-08-25	3.3660	1.3106	-0.62%
2016-08-24	3.3870	1.3184	-0.33%
2016-08-23	3.3982	1.3225	0.16%
2016-08-22	3.3929	1.3205	-0.83%
2016-08-19	3.4213	1.3311	0.06%
2016-08-18	3.4193	1.3303	-0.25%
2016-08-17	3.4278	1.3335	-0.15%
2016-08-16	3.4330	1.3354	-0.45%
2016-08-15	3.4484	1.3411	2.95%
2016-08-12	3.3495	1.3044	1.88%
2016-08-11	3.2878	1.2816	-0.26%
2016-08-10	3.2965	1.2848	-0.41%
2016-08-09	3.3101	1.2898	0.69%
2016-08-08	3.2873	1.2814	0.88%
2016-08-05	3.2585	1.2707	0.15%
2016-08-04	3.2535	1.2688	0.23%
2016-08-03	3.2460	1.2661	0.14%
2016-08-02	3.2416	1.2644	0.37%
2016-08-01	3.2295	1.2599	-0.84%
2016-07-29	3.2569	1.2701	-0.46%
2016-07-28	3.2719	1.2757	0.09%
2016-07-27	3.2690	1.2746	-1.53%
2016-07-26	3.3198	1.2934	1.19%
2016-07-25	3.2807	1.2789	0.20%
2016-07-22	3.2743	1.2765	-0.82%
2016-07-21	3.3014	1.2866	0.46%
2016-07-20	3.2864	1.2810	-0.32%
2016-07-19	3.2969	1.2849	-0.37%
2016-07-18	3.3093	1.2895	-0.43%
2016-07-15	3.3236	1.2948	0.05%
2016-07-14	3.3219	1.2942	-0.18%
2016-07-13	3.3279	1.2964	0.49%
2016-07-12	3.3118	1.2905	2.15%
2016-07-11	3.2420	1.2646	0.37%
2016-07-08	3.2300	1.2601	-0.38%
2016-07-07	3.2423	1.2647	-0.02%
2016-07-06	3.2430	1.2649	0.33%
2016-07-05	3.2324	1.2610	0.15%
2016-07-04	3.2274	1.2592	1.60%
2016-07-01	3.1766	1.2403	0.06%
2016-06-30	3.1748	1.2396	0.11%
2016-06-29	3.1712	1.2383	0.48%
2016-06-28	3.1562	1.2327	0.53%
2016-06-27	3.1395	1.2265	1.40%
2016-06-24	3.0962	1.2105	-1.13%
2016-06-23	3.1317	1.2237	-0.44%
2016-06-22	3.1456	1.2288	0.89%
2016-06-21	3.1179	1.2185	-0.21%
2016-06-20	3.1244	1.2209	0.08%
2016-06-17	3.1219	1.2200	0.56%
2016-06-16	3.1044	1.2135	-0.61%
2016-06-15	3.1234	1.2206	1.32%
2016-06-14	3.0827	1.2055	0.32%
2016-06-13	3.0729	1.2018	-3.06%
2016-06-08	3.1699	1.2378	-0.33%
2016-06-07	3.1804	1.2417	-0.04%
2016-06-06	3.1816	1.2422	-0.24%
2016-06-03	3.1892	1.2450	0.72%
2016-06-02	3.1663	1.2365	0.21%
2016-06-01	3.1596	1.2340	-0.29%
2016-05-31	3.1688	1.2374	3.37%
2016-05-30	3.0655	1.1991	0.14%
2016-05-27	3.0611	1.1975	-0.05%
2016-05-26	3.0627	1.1981	0.17%
2016-05-25	3.0574	1.1961	-0.14%
2016-05-24	3.0616	1.1976	-0.76%
2016-05-23	3.0852	1.2064	0.32%
2016-05-20	3.0755	1.2028	0.51%
2016-05-19	3.0599	1.1970	-0.17%
2016-05-18	3.0650	1.1989	-0.57%
2016-05-17	3.0826	1.2054	-0.27%
2016-05-16	3.0909	1.2085	0.66%
2016-05-13	3.0706	1.2010	-0.49%
2016-05-12	3.0858	1.2066	0.23%
2016-05-11	3.0787	1.2040	0.45%
2016-05-10	3.0650	1.1989	0.11%
2016-05-09	3.0615	1.1976	-2.07%
2016-05-06	3.1262	1.2216	-2.53%
2016-05-05	3.2075	1.2518	0.14%
2016-05-04	3.2030	1.2501	-0.13%
2016-05-03	3.2071	1.2516	1.80%
2016-04-29	3.1505	1.2306	-0.10%
2016-04-28	3.1536	1.2318	-0.16%
2016-04-27	3.1585	1.2336	-0.41%
2016-04-26	3.1715	1.2384	0.55%
2016-04-25	3.1543	1.2320	-0.41%
2016-04-22	3.1674	1.2369	0.46%
2016-04-21	3.1528	1.2315	-0.64%
2016-04-20	3.1732	1.2390	-1.78%
2016-04-19	3.2306	1.2603	0.30%
2016-04-18	3.2208	1.2567	-1.34%
2016-04-15	3.2646	1.2729	-0.12%
2016-04-14	3.2684	1.2744	0.44%
2016-04-13	3.2540	1.2690	1.33%
2016-04-12	3.2112	1.2531	-0.36%
2016-04-11	3.2227	1.2574	1.39%
2016-04-08	3.1786	1.2410	-0.74%
2016-04-07	3.2024	1.2499	-1.49%
2016-04-06	3.2507	1.2678	-0.21%
2016-04-05	3.2576	1.2704	1.32%
2016-04-01	3.2152	1.2546	0.12%
2016-03-31	3.2114	1.2532	0.05%
2016-03-30	3.2098	1.2526	2.58%
2016-03-29	3.1290	1.2226	-1.09%
2016-03-28	3.1634	1.2354	-0.88%
2016-03-25	3.1916	1.2459	0.50%
2016-03-24	3.1758	1.2400	-1.67%
2016-03-23	3.2299	1.2601	0.32%
2016-03-22	3.2195	1.2562	-0.73%
2016-03-21	3.2433	1.2650	2.45%
2016-03-18	3.1658	1.2363	1.53%
2016-03-17	3.1181	1.2186	1.11%
2016-03-16	3.0839	1.2059	0.50%
2016-03-15	3.0687	1.2003	0.30%
2016-03-14	3.0596	1.1969	1.57%
2016-03-11	3.0123	1.1794	0.17%
2016-03-10	3.0072	1.1775	-1.92%
2016-03-09	3.0661	1.1993	-1.15%
2016-03-08	3.1018	1.2126	0.09%
2016-03-07	3.0990	1.2115	0.35%
2016-03-04	3.0882	1.2075	1.16%
2016-03-03	3.0528	1.1944	0.23%
2016-03-02	3.0458	1.1918	4.13%
2016-03-01	2.9251	1.1470	1.85%
2016-02-29	2.8719	1.1273	-2.41%
2016-02-26	2.9428	1.1536	1.03%
2016-02-25	2.9127	1.1424	-6.16%
2016-02-24	3.1038	1.2133	0.66%
2016-02-23	3.0835	1.2058	-0.95%
2016-02-22	3.1131	1.2168	2.22%
2016-02-19	3.0456	1.1917	-0.07%
2016-02-18	3.0477	1.1925	-0.32%
2016-02-17	3.0575	1.1961	0.86%
2016-02-16	3.0313	1.1864	3.07%
2016-02-15	2.9409	1.1529	-0.59%
2016-02-05	2.9585	1.1594	-0.71%
2016-02-04	2.9796	1.1672	1.23%
2016-02-03	2.9435	1.1538	-0.43%
2016-02-02	2.9562	1.1585	2.09%
2016-02-01	2.8957	1.1361	-1.53%
2016-01-29	2.9406	1.1528	3.24%
2016-01-28	2.8482	1.1185	-2.62%
2016-01-27	2.9248	1.1469	-0.35%
2016-01-26	2.9351	1.1507	-6.04%
2016-01-25	3.1238	1.2207	0.49%
2016-01-22	3.1085	1.2150	1.05%
2016-01-21	3.0763	1.2031	-2.95%
2016-01-20	3.1697	1.2377	-1.52%
2016-01-19	3.2697	1.2559	2.94%
2016-01-18	3.1764	1.2213	0.39%
2016-01-15	3.1642	1.2168	-3.18%
2016-01-14	3.2681	1.2553	2.07%
2016-01-13	3.2018	1.2307	-1.85%
2016-01-12	3.2622	1.2531	0.71%
2016-01-11	3.2391	1.2446	-5.01%
2016-01-08	3.4101	1.3080	2.02%
2016-01-07	3.3425	1.2829	-6.90%
2016-01-06	3.5903	1.3748	1.74%
2016-01-05	3.5289	1.3521	0.28%
2016-01-04	3.5191	1.3484	-6.98%
2015-12-31	3.7831	1.4464	-0.90%
2015-12-30	3.8176	1.4592	0.10%
2015-12-29	3.8138	1.4578	0.90%
2015-12-28	3.7799	1.4452	-2.86%
2015-12-25	3.8910	1.4864	0.23%
2015-12-24	3.8822	1.4831	-0.94%
2015-12-23	3.9191	1.4968	-0.26%
2015-12-22	3.9293	1.5006	0.26%
2015-12-21	3.9190	1.4968	2.58%
2015-12-18	3.8206	1.4603	0.32%
2015-12-17	3.8084	1.4558	1.89%
2015-12-16	3.7378	1.4296	-0.24%
2015-12-15	3.7467	1.4329	-0.46%
