2016-10-28	2.3080	3.0770	0.17%
2016-10-27	2.3040	3.0720	-0.30%
2016-10-26	2.3110	3.0800	-0.43%
2016-10-25	2.3210	3.0920	-0.17%
2016-10-24	2.3250	3.0970	1.31%
2016-10-21	2.2950	3.0610	0.79%
2016-10-20	2.2770	3.0400	0.09%
2016-10-19	2.2750	3.0380	-0.09%
2016-10-18	2.2770	3.0400	1.34%
2016-10-17	2.2470	3.0050	-0.75%
2016-10-14	2.2640	3.0250	0.35%
2016-10-13	2.2560	3.0150	0.04%
2016-10-12	2.2550	3.0140	-0.35%
2016-10-11	2.2630	3.0240	0.27%
2016-10-10	2.2570	3.0160	1.17%
2016-09-30	2.2310	2.9860	0.09%
2016-09-29	2.2290	2.9830	0.41%
2016-09-28	2.2200	2.9730	-0.45%
2016-09-27	2.2300	2.9840	0.41%
2016-09-26	2.2210	2.9740	-1.24%
2016-09-23	2.2490	3.0070	-0.18%
2016-09-22	2.2530	3.0120	0.58%
2016-09-21	2.2400	2.9960	0.18%
2016-09-20	2.2360	2.9920	-0.27%
2016-09-19	2.2420	2.9990	0.58%
2016-09-14	2.2290	2.9830	-0.76%
2016-09-13	2.2460	3.0030	-0.31%
2016-09-12	2.2530	3.0120	-1.27%
2016-09-09	2.2820	3.0460	-0.31%
2016-09-08	2.2890	3.0540	0.00%
2016-09-07	2.2890	3.0540	0.18%
2016-09-06	2.2850	3.0500	0.18%
2016-09-05	2.2810	3.0450	0.00%
2016-09-02	2.2810	3.0450	0.40%
2016-09-01	2.2720	3.0340	-0.53%
2016-08-31	2.2840	3.0480	0.40%
2016-08-30	2.2750	3.0380	0.44%
2016-08-29	2.2650	3.0260	-0.26%
2016-08-26	2.2710	3.0330	-0.09%
2016-08-25	2.2730	3.0350	-0.44%
2016-08-24	2.2830	3.0470	-0.44%
2016-08-23	2.2930	3.0590	0.22%
2016-08-22	2.2880	3.0530	-0.56%
2016-08-19	2.3010	3.0690	0.31%
2016-08-18	2.2940	3.0600	-0.39%
2016-08-17	2.3030	3.0710	-0.17%
2016-08-16	2.3070	3.0760	-1.28%
2016-08-15	2.3370	3.1110	2.86%
2016-08-12	2.2720	3.0340	2.07%
2016-08-11	2.2260	2.9800	0.41%
2016-08-10	2.2170	2.9690	-0.23%
2016-08-09	2.2220	2.9750	0.73%
2016-08-08	2.2060	2.9560	0.50%
2016-08-05	2.1950	2.9430	0.32%
2016-08-04	2.1880	2.9350	-0.09%
2016-08-03	2.1900	2.9370	-0.14%
2016-08-02	2.1930	2.9410	0.05%
2016-08-01	2.1920	2.9390	-0.36%
2016-07-29	2.2000	2.9490	-0.41%
2016-07-28	2.2090	2.9600	-0.45%
2016-07-27	2.2190	2.9710	-0.36%
2016-07-26	2.2270	2.9810	1.00%
2016-07-25	2.2050	2.9550	0.14%
2016-07-22	2.2020	2.9510	-0.90%
2016-07-21	2.2220	2.9750	0.50%
2016-07-20	2.2110	2.9620	-0.36%
2016-07-19	2.2190	2.9710	-0.54%
2016-07-18	2.2310	2.9860	-0.18%
2016-07-15	2.2350	2.9900	-0.04%
2016-07-14	2.2360	2.9920	-0.09%
