2006-03-24	1.0000	1.0000	0.00%
2006-03-31	1.0200	1.0200	2.00%
2006-04-07	1.0530	1.0530	3.24%
2006-04-14	1.1190	1.1190	0.90%
2006-04-21	1.1400	1.1400	1.88%
2006-04-24	1.1210	1.1210	-1.67%
2006-04-25	1.1310	1.1310	0.89%
2006-04-26	1.1420	1.1420	0.97%
2006-04-27	1.1490	1.1490	0.61%
2006-04-28	1.1580	1.1580	0.78%
2006-05-08	1.2070	1.2070	4.23%
2006-05-09	1.2420	1.2420	2.90%
2006-05-10	1.2540	1.2540	0.97%
2006-05-11	1.2380	1.2380	-1.28%
2006-05-12	1.2670	1.2670	2.34%
2006-05-15	1.3300	1.3300	4.97%
2006-05-16	1.3130	1.3130	-1.28%
2006-05-17	1.3190	1.3190	0.46%
2006-05-18	1.3210	1.3210	0.15%
2006-05-19	1.3550	1.3550	2.57%
2006-05-22	1.3610	1.3610	0.44%
2006-05-23	1.2960	1.2960	-4.78%
2006-05-24	1.2910	1.2910	-0.39%
2006-05-25	1.2960	1.2960	0.39%
2006-05-26	1.3230	1.3230	2.08%
2006-05-29	1.3560	1.3560	2.49%
2006-05-30	1.3690	1.3690	0.96%
2006-05-31	1.3530	1.3530	-1.17%
2006-06-01	1.3830	1.3830	2.22%
2006-06-02	1.3620	1.3620	-1.52%
2006-06-05	1.3800	1.3800	1.32%
2006-06-06	1.3750	1.3750	-0.36%
2006-06-07	1.3000	1.3000	-5.45%
2006-06-08	1.3020	1.3020	0.15%
2006-06-09	1.2790	1.2790	-1.77%
2006-06-12	1.2830	1.2830	0.31%
2006-06-13	1.2820	1.2820	-0.08%
2006-06-14	1.2660	1.2660	-1.25%
2006-06-15	1.2680	1.2680	0.16%
2006-06-16	1.3020	1.3020	2.68%
2006-06-19	1.3230	1.3230	1.61%
2006-06-20	1.3250	1.3250	0.15%
2006-06-21	1.3180	1.3180	-0.53%
2006-06-22	1.3130	1.3130	-0.38%
2006-06-23	1.3270	1.3270	1.07%
2006-06-26	1.3540	1.3540	2.03%
2006-06-27	1.3570	1.3570	0.22%
2006-06-28	1.3530	1.3530	-0.29%
2006-06-29	1.3900	1.3900	2.73%
2006-06-30	1.3890	1.3890	-0.07%
2006-07-03	1.4170	1.4170	2.02%
2006-07-04	1.4020	1.4020	-1.06%
2006-07-05	1.3910	1.3910	-0.78%
2006-07-06	1.4140	1.4140	1.65%
2006-07-07	1.4080	1.4080	-0.42%
2006-07-10	1.4120	1.4120	0.28%
2006-07-11	1.4180	1.4180	0.42%
2006-07-12	1.4220	1.4220	0.28%
2006-07-13	1.3510	1.3510	-4.99%
2006-07-14	1.3650	1.3650	1.04%
2006-07-17	1.3800	1.3800	1.10%
2006-07-18	1.3840	1.3840	0.29%
2006-07-19	1.3400	1.3400	-3.18%
2006-07-20	1.3480	1.3480	0.60%
2006-07-21	1.3590	1.3590	0.82%
2006-07-24	1.3610	1.3610	0.15%
2006-07-25	1.3780	1.3780	1.25%
2006-07-26	1.3710	1.3710	-0.51%
2006-07-27	1.3490	1.3490	-1.60%
2006-07-28	1.3340	1.3340	-1.11%
2006-07-31	1.2800	1.2800	-4.05%
2006-08-01	1.2700	1.2700	-0.78%
2006-08-02	1.2610	1.2610	-0.71%
2006-08-03	1.2550	1.2550	-0.48%
2006-08-04	1.2240	1.2240	-2.47%
2006-08-07	1.2060	1.2060	-1.47%
2006-08-08	1.2390	1.2390	2.74%
2006-08-09	1.2360	1.2360	-0.24%
2006-08-10	1.2570	1.2570	1.70%
2006-08-11	1.2590	1.2590	0.16%
